"","id","installation_date","subscripiton_date","country","initial_app_version","initial_ios_version","initial_device","days_until_churn","churned"
"4014","360000336522324","2018-04-05 19:07:46","2018-04-05 19:08:58","United States","1.9.6","11.2.6","UIDeviceKindIPhone8",NA,0
"4015","360000336712695","2018-04-06 08:17:38","2018-04-06 10:30:28","United States","1.9.6","11.2.2","UIDeviceKindIPhone6S",NA,0
"4016","360000336740215","2017-03-31 19:42:59","2018-04-06 12:44:20","United States","1.7.1","11.0.3","UIDeviceKindIPhone7Plus",19,1
"4017","360000336883814","2017-01-29 05:52:20","2018-04-06 23:45:15","United States","1.6","10.3.3","UIDeviceKindIPhone6SPlus",NA,0
"4018","360000336884327","2018-04-06 23:36:38","2018-04-06 23:46:56","United States","1.9.6","11.2.5","UIDeviceKindIPhone6S",NA,0
"4019","360000337071075","2018-04-07 14:23:36","2018-04-07 14:26:45","United States","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"4020","360000337208679","2018-04-06 07:27:32","2018-04-08 00:46:23","United States","1.9.6","11.2.1","UIDeviceKindIPhone8Plus",22,1
"4021","360000337219411","2018-04-08 01:30:22","2018-04-08 01:37:26","United States","1.9.6","11.2.1","UIDeviceKindIPhone7Plus",NA,0
"4022","360000337359596","2017-05-09 04:34:22","2018-04-08 13:31:39","United States","1.5.1","10.3.1","UIDeviceKindIPhone7",NA,0
"4023","360000337389354","2018-04-08 15:11:46","2018-04-08 15:19:40","Canada","1.9.6","11.3","UIDeviceKindIPhoneX",1,1
"4024","360000337395582","2018-04-06 16:42:12","2018-04-08 15:43:59","United States","1.9.6","10.3.3","UIDeviceKindIPhone5S",NA,0
"4025","360000337481926","2018-03-07 17:15:03","2018-04-08 22:01:28","United States","1.9.3","11.2.6","UIDeviceKindIPhone6S",NA,0
"4026","360000337502648","2018-04-08 23:39:37","2018-04-08 23:42:38","United States","1.9.6","11.2.6","UIDeviceKindIPhone6SPlus",NA,0
"4027","360000337550270","2018-04-09 03:48:38","2018-04-09 03:50:47","United States","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",21,1
"4028","360000337568952","2017-02-17 08:02:11","2018-04-09 05:44:53","Poland","1.9.6","11.3","UIDeviceKindIPhone7",0,1
"4029","360000337598334","2018-04-09 09:02:08","2018-04-09 09:02:08","Australia","1.6.3","11.0","UIDeviceKindIPhone7Plus",NA,0
"4030","360000337729097","2017-02-18 21:30:02","2018-04-09 19:14:56","United States","1.2.3","10.2.1","UIDeviceKindIPhone7",NA,0
"4031","360000337763875","2018-04-09 22:09:18","2018-04-09 22:11:14","United States","1.9.6","11.2.2","UIDeviceKindIPhone8Plus",NA,0
"4032","360000337779643","2017-12-29 13:46:33","2018-04-09 23:37:01","United States","1.9.3","11.2.1","UIDeviceKindIPhone6S",NA,0
"4033","360000337813681","2018-04-09 03:14:34","2018-04-10 02:35:40","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"4034","360000337914112","2018-04-10 12:01:47","2018-04-10 12:25:06","United Kingdom","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"4035","360000337920025","2018-04-09 22:55:25","2018-04-10 12:42:48","United States","1.9.6","11.2.5","UIDeviceKindIPhone7Plus",1,1
"4036","360000338299879","2018-04-11 20:58:50","2018-04-11 20:59:56","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"4037","360000338302344","2018-04-11 21:03:20","2018-04-11 21:17:43","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"4038","360000338306296","2016-12-16 20:56:18","2018-04-11 21:38:29","United Kingdom","1.4.1","10.3.1","UIDeviceKindIPhone6S",1,1
"4039","360000338497730","2018-04-12 13:56:59","2018-04-12 13:58:48","Thailand","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"4040","360000338612050","2018-04-12 22:29:14","2018-04-12 22:38:05","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"4041","360000338729775","2018-04-13 07:42:09","2018-04-13 08:00:10","Canada","1.9.6","11.2.1","UIDeviceKindIPad5G",15,1
"4042","360000338825598","2018-04-13 14:54:47","2018-04-13 15:00:28","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",1,1
"4043","360000338849262","2018-03-21 16:45:14","2018-04-13 16:37:00","United States","1.9.3","11.2.6","UIDeviceKindIPhone7",NA,0
"4044","360000338921822","2018-04-10 00:33:45","2018-04-13 22:46:56","Canada","1.9.6","11.3","UIDeviceKindIPod6G",NA,0
"4045","360000339037074","2017-08-13 07:09:36","2018-04-14 07:29:37","Israel","1.6","10.2","UIDeviceKindIPhone6SPlus",NA,0
"4046","360000339043926","2017-09-22 08:04:37","2018-04-14 08:07:20","South Africa","1.9.3","11.2.2","UIDeviceKindIPadPro9_7",NA,0
"4047","360000339176908","2018-02-18 00:51:14","2018-04-14 17:28:34","United States","1.9.2","11.2.5","UIDeviceKindIPhoneX",NA,0
"4048","360000339191527","2018-04-07 21:39:09","2018-04-14 18:33:45","Norway","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4049","360000339197811","2018-04-13 11:31:33","2018-04-14 19:05:40","United Kingdom","1.9.6","11.2.6","UIDeviceKindIPhone7",3,1
"4050","360000339200226","2018-04-14 19:05:10","2018-04-14 19:14:27","Denmark","1.9.6","10.3.2","UIDeviceKindIPhone6S",NA,0
"4051","360000339207297","2017-07-28 04:34:22","2018-04-14 19:48:23","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"4052","360000339376482","2018-04-15 09:25:24","2018-04-15 09:27:54","Norway","1.9.6","10.3.2","UIDeviceKindIPhone7",0,1
"4053","360000339390455","2017-10-21 22:19:57","2018-04-15 10:39:04","Norway","1.9.3","11.2.2","UIDeviceKindIPhone8Plus",0,1
"4054","360000339509181","2018-04-15 18:30:55","2018-04-15 18:30:55","United States","1.9.2","11.3","UIDeviceKindIPhone7",1,1
"4055","360000339534732","2018-04-07 15:09:08","2018-04-15 20:22:37","United States","1.9.6","11.3","UIDeviceKindIPhone6S",NA,0
"4056","360000339562314","2017-12-07 19:31:10","2018-04-15 22:29:55","United States","1.7.5","11.2.1","UIDeviceKindIPhone8Plus",NA,0
"4057","360000339574388","2018-04-15 22:26:21","2018-04-15 23:30:06","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4058","360000339583193","2018-04-16 00:09:35","2018-04-16 00:12:47","United Kingdom","1.9.6","11.2.5","UIDeviceKindIPhoneSE",NA,0
"4059","360000339619997","2018-04-09 20:22:31","2018-04-16 03:14:07","United States","1.9.6","11.2.6","UIDeviceKindIPadPro9_7",24,1
"4060","360000339621619","2018-04-16 02:55:24","2018-04-16 03:22:09","United States","1.9.6","11.2.2","UIDeviceKindIPhone6S",NA,0
"4061","360000339796670","2016-12-16 03:11:33","2018-04-16 17:52:17","United States","1.4.6","10.3.1","UIDeviceKindIPhone7Plus",NA,0
"4062","360000339807047","2018-04-16 18:39:48","2018-04-16 18:40:51","United States","1.9.6","11.3","UIDeviceKindIPhoneSE",0,1
"4063","360000339820652","2017-10-29 12:45:15","2018-04-16 19:44:35","United Kingdom","1.9.1","11.3","UIDeviceKindIPhone6SPlus",NA,0
"4064","360000339848447","2017-12-13 23:26:24","2018-04-16 22:00:54","United States","1.9.5","11.2.5","UIDeviceKindIPhone7Plus",NA,0
"4065","360000339867274","2017-12-07 15:43:05","2018-04-16 23:36:49","United States","1.9.2","11.2.5","UIDeviceKindIPhone8",NA,0
"4066","360000339871664","2018-04-16 23:57:01","2018-04-17 00:01:48","United States","1.9.6","11.1","UIDeviceKindIPhoneX",NA,0
"4067","360000339927687","2018-04-17 04:51:27","2018-04-17 04:53:24","Denmark","1.9.6","10.3.2","UIDeviceKindIPhone7",0,1
"4068","360000340097952","2017-02-10 14:48:55","2018-04-17 19:09:28","Turkey","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"4069","360000340123491","2018-04-17 20:01:28","2018-04-17 21:23:41","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",6,1
"4070","360000340129493","2018-04-17 21:54:32","2018-04-17 22:00:14","Singapore","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4071","360000340317374","2018-04-18 15:04:28","2018-04-18 15:07:35","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",2,1
"4072","360000340317739","2018-04-18 13:48:52","2018-04-18 15:09:02","Israel","1.9.6","11.2.2","UIDeviceKindIPhone8Plus",NA,0
"4073","360000340370041","2018-04-18 17:53:03","2018-04-18 19:11:39","Sweden","1.9.6","11.3","UIDeviceKindIPhone8",NA,0
"4074","360000340386922","2018-04-18 18:49:52","2018-04-18 20:35:59","United States","1.9.6","11.3","UIDeviceKindIPhone6SPlus",1,1
"4075","360000340461499","2018-04-19 03:15:06","2018-04-19 03:17:43","Canada","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"4076","360000340463230","2018-01-31 11:10:02","2018-04-19 03:27:22","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4077","360000340600117","2018-04-19 15:37:44","2018-04-19 15:39:42","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"4078","360000340637828","2018-04-19 18:29:39","2018-04-19 18:33:36","Norway","1.9.6","11.2.1","UIDeviceKindIPhone6S",2,1
"4079","360000340929720","2018-04-19 18:05:38","2018-04-20 16:56:55","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4080","360000340937049","2017-03-28 18:04:37","2018-04-20 17:31:49","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",3,1
"4081","360000341014882","2017-03-17 01:36:53","2018-04-20 23:58:12","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4082","360000341276603","2018-04-21 19:48:04","2018-04-21 19:56:17","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4083","360000341291682","2018-04-21 21:05:55","2018-04-21 21:09:08","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4084","360000341339712","2018-04-22 00:33:40","2018-04-22 01:12:44","United States","1.9.6","10.2.1","UIDeviceKindIPhone6Plus",NA,0
"4085","360000341631342","2016-12-09 00:06:23","2018-04-22 22:27:32","United States","1.5.1","10.2","UIDeviceKindIPhone6S",NA,0
"4086","360000341636611","2017-08-22 16:22:18","2018-04-22 22:52:00","Canada","1.9.6","11.2.1","UIDeviceKindIPhone6S",NA,0
"4087","360000341653205","2018-04-23 00:04:07","2018-04-23 00:14:59","United States","1.9.6","11.2.5","UIDeviceKindIPhone8",NA,0
"4088","360000341881004","2017-04-20 17:55:44","2018-04-23 19:28:26","United Kingdom","1.4.2","10.2.1","UIDeviceKindIPhone7",NA,0
"4089","360000342046460","2017-11-15 21:23:34","2018-04-24 10:39:31","Ireland","1.9.6","11.2.6","UIDeviceKindIPhone6S",1,1
"4090","360000342138686","2018-04-18 19:14:55","2018-04-24 17:52:03","Finland","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"4091","360000342158067","2018-04-24 19:13:25","2018-04-24 19:28:27","United States","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",28,1
"4092","360000342178439","2017-06-29 18:36:11","2018-04-24 21:12:56","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"4093","360000342185327","2018-01-01 14:53:52","2018-04-24 21:50:38","United States","1.8","11.2.1","UIDeviceKindIPhoneX",NA,0
"4094","360000342207774","2018-04-24 23:50:34","2018-04-24 23:52:05","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4095","360000342239498","2018-01-29 06:27:08","2018-04-25 02:18:06","United States","1.9.6","11.3","UIDeviceKindIPhone6S",NA,0
"4096","360000342391954","2018-04-25 15:04:25","2018-04-25 15:05:36","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",29,1
"4097","360000342480540","2018-04-25 21:37:43","2018-04-25 21:43:28","Netherlands","1.9.6","10.3.3","UIDeviceKindIPhone6S",NA,0
"4098","360000342483499","2018-04-25 21:56:53","2018-04-25 21:59:44","United States","1.9.6","11.3","UIDeviceKindIPhone6S",3,1
"4099","360000342486302","2018-02-09 03:17:37","2018-04-25 22:15:24","United States","1.9.1","11.2.5","UIDeviceKindIPhone8Plus",NA,0
"4100","360000342637666","2017-08-18 17:01:57","2018-04-26 11:36:01","United Kingdom","1.9.6","11.4","UIDeviceKindIPhone7Plus",NA,0
"4101","360000342814237","2018-04-27 00:52:54","2018-04-27 01:04:18","Canada","1.9.6","11.2.2","UIDeviceKindIPhone7Plus",NA,0
"4102","360000342834501","2018-04-27 01:49:21","2018-04-27 02:08:45","United States","1.9.6","11.2.5","UIDeviceKindIPhone7",NA,0
"4103","360000343011092","2018-03-12 04:20:34","2018-04-27 14:47:34","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4104","360000343033969","2018-04-27 16:09:19","2018-04-27 16:13:56","United States","1.9.6","11.3","UIDeviceKindIPhone7",NA,0
"4105","360000343053852","2018-04-27 17:26:27","2018-04-27 17:28:17","United States","1.9.6","11.2.1","UIDeviceKindIPhone7Plus",NA,0
"4106","360000343101006","2016-11-26 07:33:15","2018-04-27 21:19:37","United States","1.9.6","11.2.2","UIDeviceKindIPhoneX",NA,0
"4107","360000343323582","2018-04-25 17:39:17","2018-04-28 13:18:45","Netherlands","1.9.6","11.2.2","UIDeviceKindIPhone7",NA,0
"4108","360000343410433","2018-04-28 12:14:41","2018-04-28 18:12:33","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"4109","360000343432404","2017-07-12 04:47:31","2018-04-28 19:50:56","United States","1.7.3","11.1.2","UIDeviceKindIPhone8Plus",NA,0
"4110","360000343451694","2018-04-28 21:17:24","2018-04-28 21:20:47","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"4111","360000343489279","2017-06-24 02:34:52","2018-04-29 00:22:37","United States","1.9.3","11.2.6","UIDeviceKindIPhone6S",NA,0
"4112","360000343520338","2018-04-29 02:19:21","2018-04-29 02:21:10","New Zealand","1.9.6","11.3","UIDeviceKindIPhone6S",NA,0
"4113","360000343545018","2018-04-15 23:01:45","2018-04-29 04:10:23","United States","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"4114","360000343551780","2018-04-29 04:38:42","2018-04-29 04:42:43","United States","1.9.6","11.0.1","UIDeviceKindIPhone6",4,1
"4115","360000343731529","2018-04-25 21:38:59","2018-04-29 17:45:39","Canada","1.9.6","11.2.6","UIDeviceKindIPhone6",24,1
"4116","360000343792003","2016-12-03 06:00:27","2018-04-29 22:23:35","United States","1.9.3","10.3.2","UIDeviceKindIPhone7",NA,0
"4117","360000343804359","2018-04-29 23:13:19","2018-04-29 23:32:02","United States","1.9.6","11.2.1","UIDeviceKindIPhone7",NA,0
"4118","360000343857273","2017-03-06 04:20:51","2018-04-30 03:17:13","United States","1.6.1","10.3.3","UIDeviceKindIPhone7",NA,0
"4119","360000343888198","2018-04-06 17:34:58","2018-04-30 05:44:26","United States","1.9.6","11.4","UIDeviceKindIPhoneX",0,1
"4120","360000343960828","2018-04-26 18:48:27","2018-04-30 11:39:01","Netherlands","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"4121","360000343992079","2018-04-17 04:20:11","2018-04-30 13:42:48","United States","1.9.6","11.3","UIDeviceKindIPhone8",10,1
"4122","360000344002326","2018-04-30 14:16:26","2018-04-30 14:20:51","Australia","1.9.6","11.3","UIDeviceKindIPhone6S",NA,0
"4123","360000344069901","2018-04-30 18:16:32","2018-04-30 18:19:45","United States","1.9.6","11.3.1","UIDeviceKindIPhone8Plus",NA,0
"4124","360000344090969","2018-04-28 16:10:16","2018-04-30 19:56:39","Germany","1.9.6","11.3","UIDeviceKindIPhone7",24,1
"4125","360000344101145","2018-04-29 17:39:38","2018-04-30 20:43:22","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4126","360000344121517","2017-09-09 06:22:01","2018-04-30 22:11:17","United Kingdom","1.9.1","11.2.6","UIDeviceKindIPhone7Plus",1,1
"4127","360000344125983","2017-10-16 20:49:24","2018-04-30 22:30:43","United Kingdom","1.6.3","11.0.3","UIDeviceKindIPhone7Plus",NA,0
"4128","360000344129541","2017-12-21 21:47:17","2018-04-30 22:45:08","United States","1.8","11.2.1","UIDeviceKindIPhone8Plus",NA,0
"4129","370000258306894","2018-02-17 04:19:22","2018-04-01 07:58:01","United States","1.9.2","11.2.5","UIDeviceKindIPhone7Plus",NA,0
"4130","370000258336437","2017-04-18 13:09:07","2018-04-01 10:27:10","Romania","1.8","11.2.1","UIDeviceKindIPhone8Plus",0,1
"4131","370000258457481","2017-01-01 05:15:15","2018-04-01 19:17:21","United States","1.9.5","11.2.6","UIDeviceKindIPhoneX",NA,0
"4132","370000258488704","2017-01-26 21:29:42","2018-04-01 22:08:43","United States","1.9.5","11.2.1","UIDeviceKindIPhone7",NA,0
"4133","370000258489171","2018-03-31 10:43:48","2018-04-01 22:11:03","United Kingdom","1.9.5","11.2.6","UIDeviceKindIPhoneX",NA,0
"4134","370000258492197","2018-03-18 00:16:15","2018-04-01 22:30:18","United States","1.9.5","11.2","UIDeviceKindIPhoneX",NA,0
"4135","370000258520598","2017-08-16 21:25:40","2018-04-02 01:10:59","United States","1.6","10.3.3","UIDeviceKindIPhone7",NA,0
"4136","370000258756518","2017-03-02 18:46:52","2018-04-02 22:45:37","United States","1.9.3","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"4137","370000259021840","2017-01-15 01:22:51","2018-04-04 00:06:17","Canada","1.9.4","10.2.1","UIDeviceKindIPhone6",NA,0
"4138","370000259062479","2018-04-04 03:33:12","2018-04-04 03:43:00","United States","1.9.6","11.2.1","UIDeviceKindIPhone7",1,1
"4139","370000259318497","2018-03-06 03:01:20","2018-04-05 02:52:58","United States","1.9.3","11.2.6","UIDeviceKindIPhone8",NA,0
"4140","370000259342965","2017-05-07 23:39:52","2018-04-05 04:59:46","United States","1.9.6","11.2.2","UIDeviceKindIPhone6S",NA,0
"4141","370000259367972","2018-04-04 20:08:02","2018-04-05 07:13:01","United Kingdom","1.9.6","11.2.5","UIDeviceKindIPhoneSE",NA,0
"4142","370000259416783","2018-04-02 13:47:27","2018-04-05 11:53:25","United States","1.9.5","10.0.2","UIDeviceKindIPhone6",NA,0
"4143","370000259499243","2017-01-06 23:07:43","2018-04-05 18:11:00","United States","1.1.1","9.3.4","UIDeviceKindIPhone6S",4,1
"4144","370000259518363","2018-04-05 20:02:44","2018-04-05 20:05:08","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"4145","370000259532868","2018-04-05 21:37:00","2018-04-05 21:39:11","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4146","370000259565296","2017-08-10 09:24:59","2018-04-06 00:56:19","United Kingdom","1.6","10.3.3","UIDeviceKindIPhone7",NA,0
"4147","370000259594902","2016-11-29 13:29:07","2018-04-06 03:33:47","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",0,1
"4148","370000259673925","2018-04-05 18:18:09","2018-04-06 11:23:13","United Kingdom","1.9.6","11.2.6","UIDeviceKindIPhone6",NA,0
"4149","370000259732598","2018-03-22 00:42:21","2018-04-06 16:01:10","United States","1.9.3","11.2.6","UIDeviceKindIPhone7",NA,0
"4150","370000259775126","2017-08-29 21:01:26","2018-04-06 19:42:34","United States","1.7.3","11.1.1","UIDeviceKindIPhoneX",NA,0
"4151","370000259811189","2018-04-06 23:30:08","2018-04-06 23:36:33","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",1,1
"4152","370000259820563","2018-04-05 01:53:51","2018-04-07 00:29:21","United States","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"4153","370000259839955","2018-04-07 02:09:32","2018-04-07 02:12:49","Canada","1.9.6","11.0","UIDeviceKindIPhoneSE",NA,0
"4154","370000259864408","2017-01-22 06:03:46","2018-04-07 04:28:11","United States","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"4155","370000259872357","2017-08-21 23:31:12","2018-04-07 05:11:17","United States","1.7.2","11.1.1","UIDeviceKindIPhoneX",NA,0
"4156","370000259883074","2018-04-07 06:10:38","2018-04-07 06:15:22","Australia","1.9.6","11.3","UIDeviceKindIPhone6SPlus",29,1
"4157","370000260142100","2018-04-08 06:23:05","2018-04-08 06:25:48","United States","1.9.6","11.2.6","UIDeviceKindIPhone7",3,1
"4158","370000260208728","2017-03-03 16:59:43","2018-04-08 12:58:08","Norway","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"4159","370000260297448","2017-04-07 11:55:09","2018-04-08 19:37:58","Sweden","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4160","370000260310319","2018-03-18 23:39:02","2018-04-08 20:48:14","United States","1.9.3","11.2.6","UIDeviceKindIPhone8Plus",1,1
"4161","370000260406450","2017-05-04 05:13:40","2018-04-09 07:07:28","Australia","1.7.3","11.0.3","UIDeviceKindIPhone8Plus",NA,0
"4162","370000260600948","2017-07-08 02:16:44","2018-04-10 02:51:57","United States","1.5.4","10.3.2","UIDeviceKindIPhone7Plus",NA,0
"4163","370000260631322","2018-04-10 05:45:36","2018-04-10 06:20:16","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",0,1
"4164","370000260753870","2018-04-10 01:57:14","2018-04-10 18:17:40","United States","1.9.6","11.3","UIDeviceKindIPhone5S",NA,0
"4165","370000260758255","2018-04-10 18:01:29","2018-04-10 18:39:37","Norway","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"4166","370000260762165","2018-04-10 19:01:56","2018-04-10 19:05:41","Ireland","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"4167","370000260770160","2018-04-08 22:56:26","2018-04-10 19:58:56","Lithuania","1.9.6","11.3","UIDeviceKindIPhone8Plus",23,1
"4168","370000260822255","2018-03-27 14:53:08","2018-04-11 01:28:29","United States","1.9.4","11.2.6","UIDeviceKindIPhone7",NA,0
"4169","370000260998260","2018-04-11 18:56:38","2018-04-11 19:13:04","United States","1.9.6","11.2.5","UIDeviceKindIPhone5S",6,1
"4170","370000261039241","2018-04-11 23:47:16","2018-04-11 23:50:54","United States","1.9.6","11.2.5","UIDeviceKindIPhone7Plus",NA,0
"4171","370000261149946","2017-02-09 15:45:42","2018-04-12 11:21:58","Sweden","1.2","10.2.1","UIDeviceKindIPhoneSE",1,1
"4172","370000261186102","2018-03-16 22:59:22","2018-04-12 14:12:09","United States","1.9.3","11.1.2","UIDeviceKindIPhone7Plus",NA,0
"4173","370000261229831","2016-12-11 17:33:37","2018-04-12 17:22:19","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",3,1
"4174","370000261275435","2018-04-12 21:54:04","2018-04-12 22:11:15","United States","1.9.6","11.0.3","UIDeviceKindIPhone6S",27,1
"4175","370000261484007","2018-03-07 18:05:25","2018-04-13 16:12:56","United States","1.9.3","11.2.5","UIDeviceKindIPhone8Plus",3,1
"4176","370000261593197","2018-03-04 22:53:39","2018-04-14 02:19:04","United States","1.9.6","11.2.1","UIDeviceKindIPhone7Plus",1,1
"4177","370000261626241","2017-06-05 02:38:31","2018-04-14 05:14:16","United States","1.5","10.3.2","UIDeviceKindIPhone7",NA,0
"4178","370000261654755","2017-01-10 16:43:12","2018-04-14 07:48:02","United States","1.7.5","11.2","UIDeviceKindIPhone7Plus",NA,0
"4179","370000261667579","2018-04-13 16:15:10","2018-04-14 09:04:46","United States","1.9.6","11.2.1","UIDeviceKindIPhone6SPlus",NA,0
"4180","370000261691390","2018-04-14 04:00:20","2018-04-14 11:26:19","United States","1.9.6","11.3","UIDeviceKindIPhone8",NA,0
"4181","370000261811505","2018-04-13 22:32:58","2018-04-14 21:12:53","United States","1.9.6","11.2.5","UIDeviceKindIPhoneX",NA,0
"4182","370000261826739","2018-04-14 22:48:22","2018-04-14 22:50:29","United States","1.9.6","10.3.3","UIDeviceKindIPhone6S",16,1
"4183","370000261843779","2016-12-28 21:22:35","2018-04-15 00:29:37","United States","1.7.3","11.0.1","UIDeviceKindIPhoneX",NA,0
"4184","370000262109678","2017-05-21 22:51:49","2018-04-16 00:13:00","United States","1.9.6","11.2.6","UIDeviceKindIPhone6S",0,1
"4185","370000262112298","2018-04-16 00:22:10","2018-04-16 00:26:03","United States","1.9.6","11.3","UIDeviceKindIPhone7",0,1
"4186","370000262308667","2017-12-07 21:22:28","2018-04-16 19:11:24","United States","1.9.5","11.2.6","UIDeviceKindIPhone7",NA,0
"4187","370000262339630","2018-04-11 11:59:53","2018-04-16 22:38:05","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4188","370000262374050","2018-04-17 02:15:12","2018-04-17 02:18:22","United States","1.9.6","11.2.5","UIDeviceKindIPhone8Plus",NA,0
"4189","370000262521663","2018-04-17 16:28:41","2018-04-17 16:29:43","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",22,1
"4190","370000262552356","2017-10-26 22:47:31","2018-04-17 19:32:50","United Kingdom","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"4191","370000262564531","2018-04-17 20:21:16","2018-04-17 20:52:33","United States","1.9.6","11.3","UIDeviceKindIPhoneX",20,1
"4192","370000263030532","2018-04-19 21:27:36","2018-04-19 21:28:32","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"4193","370000263222696","2018-04-18 21:12:38","2018-04-20 14:27:37","Netherlands","1.9.6","11.2.6","UIDeviceKindIPhone6SPlus",NA,0
"4194","370000263258792","2017-07-02 22:30:59","2018-04-20 17:13:28","United States","1.7.5","11.1.2","UIDeviceKindIPhone7Plus",NA,0
"4195","370000263296324","2018-02-22 12:51:35","2018-04-20 20:57:48","United States","1.9.6","11.2.1","UIDeviceKindIPhoneSE",NA,0
"4196","370000263341647","2018-04-21 01:25:22","2018-04-21 01:27:31","United States","1.9.6","11.3","UIDeviceKindIPhoneX",15,1
"4197","370000263376119","2017-07-19 19:16:23","2018-04-21 04:33:08","United States","1.9.3","11.2.6","UIDeviceKindIPhone6S",NA,0
"4198","370000263542115","2017-12-23 04:04:19","2018-04-21 18:16:28","United States","1.9.6","11.2.5","UIDeviceKindIPhoneX",3,1
"4199","370000263552225","2016-11-29 02:19:53","2018-04-21 19:17:04","United States","1.6","10.3.3","UIDeviceKindIPhone6S",4,1
"4200","370000263575531","2018-04-21 21:41:54","2018-04-21 21:47:57","United States","1.9.6","11.2.6","UIDeviceKindIPhone6",4,1
"4201","370000263616600","2018-04-22 01:44:09","2018-04-22 01:50:33","United States","1.9.6","11.3","UIDeviceKindIPadMini4G",NA,0
"4202","370000263671405","2018-04-01 22:09:51","2018-04-22 06:55:33","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4203","370000263700130","2017-03-19 09:49:46","2018-04-22 09:48:40","Sweden","1.3.1","10.2.1","UIDeviceKindIPhone6S",NA,0
"4204","370000263729775","2018-04-22 12:05:59","2018-04-22 12:41:02","United Kingdom","1.9.6","11.3","UIDeviceKindIPhone6Plus",NA,0
"4205","370000263817233","2018-04-22 02:20:52","2018-04-22 19:18:36","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"4206","370000263821179","2017-03-20 06:10:29","2018-04-22 19:43:17","Canada","1.6","10.3.3","UIDeviceKindIPhone7",NA,0
"4207","370000263838580","2018-03-31 19:34:24","2018-04-22 21:35:15","Canada","1.9.5","11.2.6","UIDeviceKindIPhone6S",1,1
"4208","370000263843081","2018-04-22 13:56:24","2018-04-22 22:03:22","Ireland","1.9.6","11.2.2","UIDeviceKindIPhone6S",NA,0
